epoch,loss,val_loss,val_x_pred_categorical_accuracy,val_x_pred_loss,val_x_pred_vae_anneal_metric,val_z_mean_log_var_loss,x_pred_categorical_accuracy,x_pred_loss,x_pred_vae_anneal_metric,z_mean_log_var_loss
32,0.05260557382629535,0.4733924057447549,0.9712982993535321,0.4626167773297339,0.8222982287406921,0.013104280475715194,0.9865788640365515,0.04110915499233684,0.8222982287406921,0.013980838648477075
33,0.04585110774950858,nan,0.9673377284497926,nan,0.885204017162323,0.011219260931918116,0.988308132966538,0.03572913599061973,0.885204017162323,0.01143462021909926
34,0.05146646782115796,0.5446914697837348,0.9667211117768528,0.5363923111046204,0.9277967214584351,0.008945019271299995,0.9865950549137452,0.04131922910930165,0.9277967214584351,0.010936920219955988
35,0.04122202073583136,0.5938747413832732,0.9636654257774353,0.5856441909616644,0.9553828239440918,0.008614924971503441,0.9893914751963693,0.0324524993810056,0.9553828239440918,0.009179065339183586
36,0.03992207301492975,0.6132363701107526,0.9624495611648367,0.6052415738202105,0.9727389812469482,0.008218853165292077,0.9896540200020877,0.03152225493698693,0.9727389812469482,0.008635223069756906
37,0.04633067872172356,0.6425933374298943,0.9606017196419263,0.6350252903772123,0.9834604859352112,0.007695323637112825,0.9879439127103858,0.03722719374284826,0.9834604859352112,0.00925658437423931
38,0.0365739297289098,0.7465597842678879,0.9541279212995009,0.7393705805744788,0.9900085926055908,0.007261758498527637,0.9904605199419201,0.029112586874989632,0.9900085926055908,0.00753664452653715
39,0.03995056893804112,nan,0.9631894339214672,nan,0.9939801692962646,0.008591848529047437,0.9895768162241684,0.031974329971350156,0.9939801692962646,0.0080245453678699
40,0.03639970613765891,nan,0.962055074446129,nan,0.9963787794113159,0.007234527261438545,0.9905543598748539,0.02882376700432648,0.9963787794113159,0.007603472987151192
41,0.03553276793515662,nan,0.9588651067078716,nan,0.9978237748146057,0.007053995171016214,0.9907514727697956,0.028278258741571288,0.9978237748146057,0.007270331050027193
42,0.03511416314693731,0.8117350562654361,0.950052109029558,0.8050648819918584,0.9986929297447205,0.006678906252908737,0.9908761356333412,0.0279219073543073,0.9986929297447205,0.007201668865987085
43,0.03430816715563334,nan,0.9566618595460449,nan,0.9992151856422424,0.006622061029904419,0.9911182559922062,0.027262902582259843,0.9992151856422424,0.007050798140970309
44,0.03590507433550502,0.5754079096245043,0.9647884272565745,0.5675435317586167,0.9995288848876953,0.0078680863665097,0.9906147414549624,0.028816778681845994,0.9995288848876953,0.007091636619918103
45,0.0404845292636563,0.6397000065054557,0.9608762884380841,0.6305997267817006,0.9997172355651855,0.009102850832571887,0.989359130389499,0.03290800168244341,0.9997172355651855,0.007578670564654049
46,0.0330905822900023,nan,0.9550321315876161,nan,0.9998303055763245,0.0067406123259452855,0.9915529212076165,0.02590064600409165,0.9998303055763245,0.0071911566055671075
47,0.03307679875354831,nan,0.9485569984623881,nan,0.9998981356620789,0.007510192043176203,0.9914445991532177,0.026393809998988403,0.9998981356620789,0.006683669562866218
48,0.032046226232382166,0.7960686608396396,0.9510167794998245,0.789516191590916,0.9999389052391052,0.006552869541043735,0.9917423846947886,0.02529315780931932,0.9999389052391052,0.006753481030861592
49,0.03119764108250544,0.609629447562526,0.9626135687635402,0.6025980801293345,0.9999633431434631,0.0070316268371023016,0.9919356358379277,0.024732731760660962,0.9999633431434631,0.006465146308404
50,0.03308282111306528,0.8016163601417734,0.9506483463325885,0.7954546240243044,0.9999780058860779,0.006161870942874389,0.991442556163021,0.02624864932850363,0.9999780058860779,0.0068343220548448035
51,0.030734366200266094,nan,0.9527340203222602,nan,0.9999867677688599,0.006461560876682551,0.9921048978685596,0.02431231141581939,0.9999867677688599,0.0064221397421392315
52,0.03264725264025866,nan,0.946926272276676,nan,0.9999920725822449,0.00573852506343915,0.9915952927807888,0.025989274270016783,0.9999920725822449,0.006658031153903123
53,0.03778249823740866,nan,0.9549219036343122,nan,0.999995231628418,0.005948876762160599,0.990045534801376,0.031115851538116714,0.999995231628418,0.006666678493421008
54,0.0301495169847367,0.8054865384944762,0.9504292258108505,0.7989864581161075,0.9999971389770508,0.006500097137471341,0.9921603029461004,0.024147999522593635,0.9999971389770508,0.006001534600622412
55,0.028278031278190355,0.7605974258798541,0.953160908487108,0.7549569621832684,0.9999982714653015,0.005640473388455281,0.9927831321603324,0.02218350981336541,0.9999982714653015,0.0060945320045622565
56,0.02989730344544563,0.7033542138759536,0.9567727518804146,0.6967408873818137,0.9999989867210388,0.006613332067964354,0.9923407427385106,0.023660188289814154,0.9999989867210388,0.006237121420226895
57,0.03361969144156245,nan,0.9613539486220388,nan,0.9999994039535522,0.00645679288139247,0.9914513948189951,0.026607763516344862,0.9999994039535522,0.007011932091591885
58,0.029089055753562437,nan,0.9484407576647672,nan,0.9999996423721313,0.006377214062582664,0.9925743594456093,0.022994054174955342,0.9999996423721313,0.006095003719446299
59,0.02704853944350735,0.7144845829467581,0.9560345510641733,0.7086393005318112,0.9999997615814209,0.005845284428108822,0.9930788015529455,0.021203865180004354,0.9999997615814209,0.005844675643230458
60,0.028097004536068688,nan,0.9627101045064251,nan,0.9999998807907104,0.006389950519672247,0.9927967611756772,0.022107938997414023,0.9999998807907104,0.005989066241460694
61,0.027797389414699007,nan,0.9551717569731702,nan,0.9999999403953552,0.005572281940134637,0.992934346667573,0.021789067469282074,0.9999999403953552,0.006008322427288777
62,0.02628000934724892,nan,0.9570914169754645,nan,0.9999999403953552,0.005519127635511033,0.9933054373212105,0.020534580163992334,0.9999999403953552,0.005745429653624163
63,0.027907011384151748,nan,0.962485638230738,nan,1.0,0.006034665726915453,0.9928855883278651,0.02188921701330388,1.0,0.006017794371893706
64,0.027064115794219707,nan,0.9549135529633724,nan,1.0,0.005294946478585703,0.9931483559565621,0.021098481650176106,1.0,0.005965634135153942
65,0.02868716310707623,nan,0.9616659334813705,nan,1.0,0.006549047254439857,0.992750341640571,0.022510469771904903,1.0,0.006176693366023679
66,0.029218437437727368,0.7651483693508186,0.9528439141283132,0.7600662759458175,1.0,0.005082092372550055,0.9925494046776164,0.023137346841917823,1.0,0.006081090584043821
67,0.024128510921059835,0.7533379230234358,0.9536014882603077,0.7478556006845801,1.0,0.005482320786651337,0.9938676237457592,0.0188759925907529,1.0,0.005252518326646488
68,0.031152989780702897,nan,0.9612721126488964,nan,1.0,0.0062703094844979166,0.9921752688323829,0.024528921856338357,1.0,0.006624067930116672
69,0.043191085290843555,nan,0.956910374188664,nan,1.0,0.006101016801866618,0.9889256161695649,0.03496432591727498,1.0,0.008226759373568572
